file_stem,pair_type,capture_count,hardware_count,layer4_1_cosine,avgpool_cosine,cosine_reconvergence,layer4_1_relative_l2,avgpool_relative_l2,relative_l2_reconvergence
turkiye-NF-1054,digital_1_vs_digital_2,3,3,0.9556564887364706,0.9882965683937073,0.03264007965723673,0.29880906144777936,0.15505199134349823,0.1437570701042811
turkiye-NF-1054,digital_2_vs_bonafide,3,3,0.9409579237302145,0.9843547542889913,0.043396830558776855,0.3468511700630188,0.17831859985987344,0.16853257020314535
turkiye-NF-1103,digital_1_vs_bonafide,3,3,0.9594310720761617,0.9890576402346293,0.02962656815846761,0.28496938943862915,0.14819524188836417,0.13677414755026499
turkiye-NF-1103,digital_1_vs_digital_2,3,3,0.9507680535316467,0.9876420895258585,0.03687403599421183,0.3151438931624095,0.16116735835870108,0.1539765348037084
turkiye-NF-1103,digital_2_vs_bonafide,3,3,0.9647966225941976,0.9915085633595785,0.02671194076538086,0.26661456127961475,0.1348391423622767,0.13177541891733804
turkiye-NM-1011,digital_1_vs_bonafide,3,3,0.9491951664288839,0.9882261157035828,0.03903094927469889,0.318773219982783,0.1522582396864891,0.16651498029629389
turkiye-NM-1011,digital_1_vs_digital_2,3,3,0.9573205510775248,0.9897714257240295,0.03245087464650472,0.2920680145422618,0.14261811474959055,0.1494498997926712
turkiye-NM-1011,digital_2_vs_bonafide,3,3,0.9637583096822103,0.9903259873390198,0.02656767765680949,0.27288184066613513,0.1419234424829483,0.13095839818318686
turkiye-NM-1019,digital_1_vs_bonafide,3,3,0.9539956251780192,0.9894966085751852,0.03550098339716593,0.30199506878852844,0.14495967825253805,0.1570353905359904
turkiye-NM-1019,digital_1_vs_digital_2,3,3,0.9744128982226054,0.9948673844337463,0.02045448621114095,0.22687281171480814,0.10186721632877986,0.1250055953860283
turkiye-NM-1019,digital_2_vs_bonafide,3,3,0.9510418176651001,0.9882145325342814,0.03717271486918131,0.3141777018706004,0.15509368975957236,0.15908401211102804
turkiye-NM-1033,digital_1_vs_bonafide,3,3,0.9429879585901896,0.9863806168238322,0.04339265823364258,0.34216322501500446,0.17167549331982931,0.17048773169517517
turkiye-NM-1033,digital_1_vs_digital_2,3,3,0.963890552520752,0.9917764663696289,0.027885913848876953,0.2674182653427124,0.12696130325396857,0.14045696208874384
turkiye-NM-1033,digital_2_vs_bonafide,3,3,0.9623526136080424,0.9910874962806702,0.028734882672627766,0.27583159506320953,0.13701662917931876,0.13881496588389078
ukraine-006_03,digital_1_vs_bonafide,3,3,0.9088409543037415,0.9787566860516866,0.06991573174794515,0.4413690169652303,0.21660028398036957,0.22476873298486075
ukraine-006_03,digital_1_vs_digital_2,3,3,0.9807455738385519,0.9962592919667562,0.015513718128204346,0.19668867687384287,0.08684459328651428,0.1098440835873286
ukraine-006_03,digital_2_vs_bonafide,3,3,0.9194238980611166,0.9807532429695129,0.0613293449083964,0.4140649735927582,0.20535045862197876,0.20871451497077942
